0.9187643775	0.8306104874
0.9895628846	0.7798464417
1	0.4773643007
0.915718003	0.8267854468
0.8784609486	0.7494444968
0.9132195968	0.4513000312
0.8636099645	0.7293255685
0.806740496	0.3241151198
0.9404214742	0.9188186162
0.9722435233	0.8816546281
0.9712757037	0.6303684829
0.8821423546	0.9149820197
0.891685276	0.8709715106
0.8153206024	0.6010141549
0.8134301196	0.8943911172
0.8660044158	0.5655162137
0.8838046259	0.9971407332
0.9391802628	0.9789475314
0.8674283589	0.7457125266
0.8619585513	0.9958747216
0.8676765829	0.9605027617
0.8971026728	0.7693368963
0.8367822939	0.9854052417
0.813271297	0.9269393807
0.8777220409	0.7818433513
0.8713136692	0.8478178115
0.9674250492	0.84550376
0.8996769073	0.7418930193
0.873797481	0.8464334383
0.8257251699	0.8152855303
0.8738667317	0.6973461126
0.8811185026	0.8401503767
0.8686342115	0.814633153
0.8447031194	0.6745927859
0.8011428534	0.921774992
0.8585253984	0.9194768905
0.8880886939	0.8515491648
0.8692363712	0.9230445483
0.8795513829	0.9196298246
0.8047087321	0.7533264219
0.8880149156	0.9196656511
0.858835926	0.8991977172
0.8478840794	0.7711030095
0.8251234171	1
0.8843509931	0.999565143
0.8973524858	0.9509568574
0.8648448673	0.999708353
0.8297118358	0.9878006347
0.8569388832	0.9220954142
0.831410357	0.9801216175
0.8831399072	0.9825207016
0.8357539968	0.7686397344
0.815132391	0.782035229
0.8109686544	0.731275416
0.7881520057	0.6511750417
0.8073914644	0.7706910036
0.7874302489	0.7064072562
0.7998177996	0.6509048345
0.7896074117	0.7440018154
0.802586314	0.6892527312
0.7375888314	0.5177330338
0.805228142	0.8731473068
0.8567010864	0.8571963035
0.7974083642	0.7677874401
0.7731375833	0.7010104899
0.812136284	0.8735010671
0.8112588869	0.7699556379
0.837845522	0.7157536738
0.8044507011	0.7840840016
0.7846085024	0.7278499483
0.7729645304	0.6339962275
0.7757222306	0.7182410952
0.7802746626	0.6777083241
0.7876507222	0.6708498612
0.7984226501	0.8917384749
0.8346433108	0.8768314792
0.8247099699	0.8870698144
0.8160310226	0.855333072
0.8032992931	0.8067477271
0.8103189049	0.8219351847
0.8206151054	0.9617028823
0.8127128066	0.9754584273
0.8068418404	0.9455120699
0.8032841885	0.9115143554
0.8092482238	0.9162264196